UnixTime,SensorID,PM1,PM2_5,PM10
1627631626.61,1,4,8,8
1627631627.47,2,1,3,5
1627631627.53,1,5,9,9
1627631628.38,2,2,3,5
1627631629.22,1,5,9,9
1627631630.08,2,2,3,5
1627631630.14,1,4,9,9
1627631630.99,2,1,3,3
1627631631.84,1,4,9,9
1627631632.68,2,1,3,3
1627631632.75,1,4,9,9
1627631633.60,2,1,3,3
1627631634.45,1,4,9,9
1627631635.29,2,0,2,2
1627631635.37,1,4,9,9
1627631636.21,2,0,2,2
1627631637.06,1,4,9,9
1627631637.90,2,1,3,3
1627631637.98,1,4,8,8
1627631638.82,2,1,3,3
1627631639.67,1,4,8,8
1627631640.51,2,1,3,3
1627631640.59,1,4,8,8
1627631641.42,2,2,4,4
1627631642.28,1,4,8,8
1627631643.12,2,2,4,4
1627631643.20,1,5,8,8
1627631644.03,2,2,5,6
1627631644.90,1,5,8,8
1627631645.72,2,2,5,6
1627631645.81,1,5,7,7
1627631646.64,2,1,4,6
1627631647.51,1,5,7,7
1627631648.33,2,1,4,6
1627631648.43,1,5,8,8
1627631649.25,2,1,4,6
1627631650.12,1,5,8,8
1627631650.94,2,1,4,6
1627631651.04,1,4,6,6
1627631651.86,2,1,4,6
1627631652.73,1,4,6,6
1627631653.55,2,1,4,6
1627631653.65,1,4,7,7
1627631654.46,2,1,4,6
1627631655.34,1,4,7,7
1627631656.16,2,1,4,6
1627631656.26,1,4,6,6
1627631657.07,2,1,4,6
1627631657.11,1,4,6,6
1627631657.92,2,1,4,6
1627631657.96,1,4,6,6
1627631658.76,2,0,3,5
1627631658.87,1,4,7,7
1627631659.68,2,0,3,5
1627631659.72,1,4,7,7
1627631660.53,2,0,3,5
1627631660.57,1,4,7,7
1627631661.37,2,0,3,5
1627631661.49,1,4,7,9
1627631662.29,2,0,3,4
1627631662.33,1,4,7,9
1627631663.13,2,0,3,4
1627631663.18,1,4,7,9
1627631663.98,2,0,3,4
1627631664.10,1,5,8,9
1627631664.90,2,0,3,4
1627631664.95,1,5,8,9
1627631665.74,2,0,3,4
1627631665.79,1,5,8,9
1627631666.59,2,0,3,4
1627631666.71,1,4,7,10
1627631667.50,2,0,2,3
1627631667.56,1,4,7,10
1627631668.35,2,1,3,4
1627631668.41,1,4,7,10
1627631669.20,2,1,3,4
1627631669.32,1,3,6,9
1627631670.11,2,1,2,2
1627631670.17,1,3,6,9
1627631670.96,2,1,2,2
1627631671.02,1,3,6,9
1627631671.80,2,1,2,2
1627631671.93,1,4,7,11
1627631672.72,2,1,2,2
1627631672.78,1,4,7,11
1627631673.57,2,0,1,1
1627631673.63,1,4,7,11
1627631674.41,2,0,1,1
1627631674.55,1,4,7,10
1627631675.33,2,0,0,0
1627631675.39,1,4,7,10
1627631676.17,2,0,0,0
1627631676.24,1,4,7,10
1627631677.02,2,0,0,0
1627631677.16,1,4,7,10
1627631677.94,2,0,0,0
1627631678.01,1,4,7,10
1627631678.78,2,0,0,0
1627631678.85,1,4,7,10
1627631679.63,2,0,0,0
1627631679.77,1,4,7,10
1627631680.54,2,0,1,1
1627631680.62,1,4,7,10
1627631681.39,2,0,1,1
1627631681.47,1,4,7,10
1627631682.24,2,0,1,1
1627631682.38,1,4,8,11
1627631683.15,2,0,0,0
1627631683.23,1,4,8,11
1627631684.00,2,0,0,0
1627631684.08,1,4,8,11
1627631684.84,2,0,0,0
1627631685.00,1,4,8,11
1627631685.76,2,0,0,0
1627631685.84,1,4,8,11
1627631686.61,2,0,0,0
1627631686.69,1,4,8,11
1627631687.45,2,0,0,0
1627631687.61,1,4,7,9
1627631688.37,2,0,0,0
1627631688.45,1,4,7,9
1627631689.21,2,1,1,1
1627631689.30,1,4,7,9
1627631690.06,2,1,1,1
1627631690.22,1,4,7,9
1627631690.98,2,1,2,2
1627631691.07,1,4,7,9
1627631691.82,2,0,1,1
1627631691.91,1,4,7,9
1627631692.67,2,0,1,1
1627631692.83,1,4,8,8
1627631693.59,2,0,0,0
1627631693.68,1,4,8,8
1627631694.43,2,0,0,0
1627631694.52,1,4,8,8
1627631695.28,2,1,1,1
1627631695.44,1,4,8,8
1627631696.19,2,1,2,4
1627631696.29,1,4,8,8
1627631697.04,2,1,2,4
1627631697.14,1,4,8,8
1627631697.89,2,0,1,3
1627631698.05,1,5,7,9
1627631698.80,2,0,1,3
1627631698.90,1,5,7,9
1627631699.65,2,0,1,3
1627631699.75,1,5,7,9
1627631700.49,2,0,1,3
1627631700.67,1,5,8,9
1627631701.41,2,0,2,3
1627631701.51,1,5,8,9
1627631702.26,2,0,2,3
1627631702.36,1,5,8,9
1627631703.10,2,0,2,3
1627631703.28,1,6,8,10
1627631704.02,2,0,2,3
1627631704.13,1,6,8,10
1627631704.86,2,0,2,3
1627631704.97,1,6,8,10
1627631705.71,2,0,2,3
1627631705.89,1,6,9,10
1627631706.63,2,0,1,3
1627631706.74,1,6,9,10
1627631707.47,2,0,1,3
1627631707.59,1,6,9,10
1627631708.32,2,0,1,3
1627631708.51,1,6,8,10
1627631709.23,2,0,2,3
1627631709.35,1,6,8,10
1627631710.08,2,1,3,4
1627631710.20,1,6,8,10
1627631710.93,2,1,3,4
1627631711.12,1,5,8,10
1627631711.84,2,1,3,4
1627631711.96,1,5,8,10
1627631712.69,2,1,3,4
1627631712.81,1,5,8,10
1627631713.53,2,1,3,4
1627631713.73,1,6,9,10
1627631714.45,2,1,3,5
1627631714.58,1,6,9,10
1627631715.30,2,1,3,5
1627631715.42,1,6,9,10
1627631716.14,2,0,2,4
1627631716.34,1,6,8,9
1627631717.06,2,0,3,4
1627631717.19,1,6,8,9
1627631717.90,2,0,3,4
1627631718.04,1,6,8,9
1627631718.75,2,0,3,4
1627631718.95,1,6,9,10
1627631719.67,2,1,3,5
1627631719.80,1,6,9,10
1627631720.51,2,1,3,5
1627631720.65,1,6,9,10
1627631721.36,2,1,3,5
1627631721.57,1,6,9,10
1627631722.28,2,1,3,4
1627631722.41,1,6,9,10
1627631723.12,2,1,3,4
1627631723.26,1,6,9,10
1627631723.97,2,1,3,4
1627631724.18,1,6,9,9
1627631724.88,2,1,3,4
1627631725.02,1,6,9,9
1627631725.73,2,1,3,4
1627631725.87,1,6,9,9
1627631726.58,2,1,3,4
1627631726.79,1,5,8,8
1627631727.49,2,2,4,5
1627631727.64,1,5,8,8
1627631728.34,2,2,4,5
1627631728.48,1,5,8,8
1627631729.18,2,2,4,5
1627631729.40,1,5,8,8
1627631730.10,2,2,4,5
1627631730.25,1,5,8,8
1627631730.95,2,2,4,5
1627631731.10,1,5,8,8
1627631731.79,2,2,4,5
1627631732.01,1,5,8,9
1627631732.71,2,3,5,6
1627631732.86,1,5,8,9
1627631733.55,2,2,4,5
1627631733.71,1,5,8,9
1627631734.40,2,2,4,5
1627631734.63,1,5,8,9
1627631735.32,2,1,4,5
1627631735.47,1,5,8,9
1627631736.16,2,1,4,5
1627631736.32,1,5,8,9
1627631737.01,2,1,4,5
1627631737.24,1,6,9,9
1627631737.93,2,2,4,5
1627631738.09,1,6,9,9
1627631738.77,2,2,4,5
1627631738.93,1,6,9,9
1627631739.62,2,2,4,5
1627631739.85,1,6,9,10
1627631740.54,2,2,4,5
1627631740.70,1,6,9,10
1627631741.38,2,2,4,5
1627631741.55,1,6,9,10
1627631742.23,2,2,4,5
1627631742.46,1,6,9,10
1627631743.14,2,2,3,4
1627631743.31,1,6,9,10
1627631743.99,2,2,3,4
1627631744.16,1,6,9,10
1627631744.84,2,2,3,4
1627631745.07,1,6,8,9
1627631745.75,2,2,4,5
1627631745.92,1,6,8,9
1627631746.60,2,2,4,5
1627631746.77,1,6,8,9
1627631747.44,2,2,4,5
1627631747.69,1,5,8,9
1627631748.36,2,2,4,4
1627631748.53,1,5,8,9
1627631749.21,2,2,4,4
1627631749.38,1,5,8,9
1627631750.05,2,2,4,4
1627631750.30,1,5,8,9
1627631750.97,2,2,4,4
1627631751.15,1,5,8,9
1627631751.82,2,2,4,4
1627631751.99,1,5,8,9
1627631752.66,2,2,4,4
1627631752.91,1,5,8,8
1627631753.58,2,2,3,3
1627631753.76,1,4,7,7
1627631754.42,2,2,3,3
1627631754.61,1,4,7,7
1627631755.27,2,2,3,3
1627631755.52,1,4,6,7
1627631756.19,2,2,3,4
1627631756.37,1,5,7,8
1627631757.03,2,2,3,4
1627631757.22,1,5,7,8
1627631757.88,2,2,3,4
1627631758.14,1,5,7,8
1627631758.80,2,1,2,5
1627631758.98,1,5,7,8
1627631759.64,2,1,2,5
1627631759.83,1,5,7,8
1627631760.49,2,1,2,5
1627631760.75,1,5,7,8
1627631761.41,2,1,2,5
1627631761.60,1,5,7,8
1627631762.25,2,1,2,5
1627631762.44,1,4,6,7
1627631763.10,2,1,2,5
1627631763.36,1,3,5,6
1627631764.01,2,1,2,4
1627631764.21,1,3,5,6
1627631764.86,2,1,2,4
1627631765.05,1,3,5,6
1627631765.71,2,1,2,4
1627631765.97,1,3,5,5
1627631766.62,2,1,1,4
1627631766.82,1,3,5,5
1627631767.47,2,1,1,4
1627631767.67,1,3,5,5
1627631768.31,2,1,1,4
1627631768.58,1,4,6,6
1627631769.23,2,1,1,4
1627631769.43,1,4,6,6
1627631770.08,2,1,1,4
1627631770.28,1,4,6,6
1627631770.92,2,1,1,4
1627631771.20,1,4,6,6
1627631771.84,2,1,2,5
1627631772.04,1,4,6,6
1627631772.69,2,1,2,5
1627631772.89,1,4,6,6
1627631773.53,2,1,2,5
1627631773.81,1,4,6,7
1627631774.45,2,1,2,5
1627631774.66,1,4,6,7
1627631775.29,2,1,2,5
1627631775.50,1,4,6,7
1627631776.14,2,1,2,5
1627631776.42,1,4,6,7
1627631777.06,2,1,3,5
1627631777.27,1,4,6,7
1627631777.90,2,1,3,5
1627631778.12,1,4,6,7
1627631778.75,2,1,3,5
1627631779.03,1,4,7,8
1627631779.67,2,2,3,6
1627631779.88,1,4,7,8
1627631780.51,2,2,3,6
1627631780.73,1,4,7,8
1627631781.36,2,2,3,6
1627631781.64,1,5,8,8
1627631782.27,2,2,3,4
1627631782.49,1,5,8,8
1627631783.12,2,2,3,4
1627631783.34,1,5,8,8
1627631783.97,2,2,3,4
1627631784.26,1,4,8,8
1627631784.88,2,1,3,3
1627631785.10,1,4,8,8
1627631785.73,2,1,3,3
1627631785.95,1,4,8,8
1627631786.58,2,1,3,3
1627631786.87,1,3,6,6
1627631787.49,2,2,3,3
1627631787.72,1,3,6,6
1627631788.34,2,2,3,3
1627631788.56,1,3,6,6
1627631789.18,2,2,3,3
1627631789.48,1,4,8,8
1627631790.10,2,2,3,3
1627631790.33,1,4,8,8
1627631790.95,2,2,3,3
1627631791.17,1,4,8,8
1627631791.79,2,2,3,3
1627631792.09,1,3,7,7
1627631792.71,2,2,3,3
1627631792.94,1,3,7,7
1627631793.56,2,2,3,3
1627631793.79,1,3,7,7
1627631794.40,2,2,3,3
1627631794.70,1,4,7,8
1627631795.32,2,2,3,3
1627631795.55,1,5,8,9
1627631796.16,2,2,3,3
1627631796.40,1,5,8,9
1627631797.01,2,2,3,3
1627631797.32,1,5,8,9
1627631797.93,2,2,3,3
1627631798.16,1,5,8,9
1627631798.77,2,2,3,3
1627631799.01,1,5,8,9
1627631799.62,2,1,2,2
1627631799.93,1,4,7,9
1627631800.54,2,1,2,3
1627631800.78,1,4,7,9
1627631801.38,2,1,2,3
1627631801.62,1,3,6,8
1627631802.23,2,1,2,3
1627631802.54,1,3,6,8
1627631803.15,2,1,2,4
1627631803.39,1,3,6,8
1627631803.99,2,1,2,4
1627631804.24,1,3,6,8
1627631804.84,2,1,2,4
1627631805.15,1,3,6,7
1627631805.75,2,2,3,5
1627631806.00,1,3,6,7
1627631806.60,2,2,3,5
1627631806.85,1,3,6,7
1627631807.45,2,2,3,5
1627631807.77,1,3,6,7
1627631808.36,2,2,3,8
1627631808.61,1,3,6,7
1627631809.21,2,2,3,8
1627631809.46,1,3,6,7
1627631810.06,2,2,3,8
1627631810.38,1,4,7,8
1627631810.97,2,2,2,7
1627631811.23,1,4,7,8
1627631811.82,2,2,2,7
1627631812.07,1,4,7,8
1627631812.66,2,2,2,7
1627631812.99,1,4,7,9
1627631813.58,2,2,2,7
1627631813.84,1,4,7,9
1627631814.43,2,2,2,7
1627631814.68,1,4,7,9
1627631815.27,2,1,1,6
1627631815.60,1,4,7,8
1627631816.19,2,1,2,7
1627631816.45,1,4,7,8
1627631817.04,2,1,2,7
1627631817.30,1,4,7,8
1627631817.88,2,1,2,7
1627631818.21,1,4,7,9
1627631818.80,2,1,1,6
1627631819.06,1,3,6,8
1627631819.65,2,1,1,6
1627631819.91,1,3,6,8
1627631820.49,2,1,1,6
1627631820.83,1,3,6,6
1627631821.41,2,1,2,7
1627631821.67,1,3,6,6
1627631822.25,2,1,2,7
1627631822.52,1,4,7,7
1627631823.10,2,1,2,7
1627631823.44,1,4,7,7
1627631824.02,2,1,2,7
1627631824.29,1,4,7,7
1627631824.86,2,1,2,7
1627631825.13,1,3,6,6
1627631825.71,2,1,2,7
1627631826.05,1,3,6,6
1627631826.63,2,2,3,6
1627631826.90,1,3,6,6
1627631827.47,2,2,3,6
1627631827.75,1,3,6,6
1627631828.32,2,2,3,6
1627631828.66,1,2,5,6
1627631829.23,2,2,2,5
1627631829.51,1,2,5,6
1627631830.08,2,2,2,5
1627631830.36,1,2,5,6
1627631830.93,2,2,2,5
1627631831.27,1,4,7,7
1627631831.84,2,2,3,6
1627631832.12,1,4,7,7
1627631832.69,2,2,3,6
1627631832.97,1,4,7,7
1627631833.54,2,2,3,6
1627631833.89,1,4,6,7
1627631834.45,2,2,3,3
1627631834.73,1,4,6,7
1627631835.30,2,2,3,3
1627631835.58,1,4,6,7
1627631836.15,2,2,3,3
1627631836.50,1,4,6,7
1627631837.06,2,3,3,3
1627631837.35,1,4,6,7
1627631837.91,2,3,3,3
1627631838.19,1,4,6,7
1627631838.75,2,2,2,2
1627631839.11,1,4,7,7
1627631839.67,2,1,2,2
1627631839.96,1,4,7,7
1627631840.52,2,1,2,2
1627631840.80,1,4,7,7
1627631841.36,2,1,2,2
1627631841.72,1,4,7,7
1627631842.28,2,1,2,2
1627631842.57,1,4,7,7
1627631843.13,2,1,2,2
1627631843.42,1,3,6,6
1627631843.97,2,1,2,2
1627631844.33,1,3,6,6
1627631844.89,2,1,3,3
1627631845.18,1,3,6,6
1627631845.73,2,1,3,3
1627631846.03,1,3,6,6
1627631846.58,2,1,3,3
1627631846.95,1,3,5,6
1627631847.50,2,1,3,3
1627631847.79,1,3,5,6
1627631848.34,2,2,4,4
1627631848.64,1,3,5,6
1627631849.19,2,2,4,4
1627631849.56,1,4,6,8
1627631850.11,2,2,3,4
1627631850.40,1,4,6,8
1627631850.95,2,2,3,4
1627631851.25,1,4,6,8
1627631851.80,2,2,3,4
1627631852.17,1,4,6,8
1627631852.71,2,2,3,4
1627631853.02,1,4,6,8
1627631853.56,2,2,3,4
1627631853.86,1,4,6,8
1627631854.41,2,2,3,4
1627631854.78,1,4,6,7
1627631855.32,2,2,3,4
1627631855.63,1,5,7,8
1627631856.17,2,2,3,4
1627631856.48,1,5,7,8
1627631857.02,2,2,3,4
1627631857.39,1,5,7,8
1627631857.93,2,1,3,4
1627631858.24,1,5,7,8
1627631858.78,2,1,3,4
1627631859.09,1,5,7,8
1627631859.62,2,1,3,4
1627631860.01,1,5,8,8
1627631860.54,2,1,3,4
1627631860.85,1,5,8,8
1627631861.39,2,1,3,4
1627631861.70,1,5,8,8
1627631862.23,2,1,3,4
1627631862.62,1,5,7,8
1627631863.15,2,0,2,3
1627631863.46,1,5,7,8
1627631864.00,2,0,2,3
1627631864.31,1,4,6,7
1627631864.84,2,0,2,3
1627631865.23,1,4,6,7
1627631865.76,2,1,3,4
1627631866.08,1,4,6,7
1627631866.60,2,1,3,4
1627631866.92,1,4,6,7
1627631867.45,2,1,3,4
1627631867.84,1,6,8,9
1627631868.37,2,2,3,4
1627631868.69,1,6,8,9
1627631869.21,2,2,3,4
1627631869.54,1,6,8,9
1627631870.06,2,2,3,4
1627631870.45,1,5,9,10
1627631870.98,2,1,2,2
1627631871.30,1,5,9,10
1627631871.82,2,1,2,2
1627631872.15,1,5,9,10
1627631872.67,2,1,2,2
1627631873.07,1,6,10,11
1627631873.58,2,2,2,2
1627631873.91,1,6,10,11
1627631874.43,2,2,2,2
1627631874.76,1,6,10,11
1627631875.28,2,1,1,1
1627631875.68,1,6,10,10
1627631876.19,2,0,1,1
1627631876.53,1,6,10,10
1627631877.04,2,0,1,1
1627631877.37,1,6,10,10
1627631877.89,2,1,2,2
1627631878.29,1,6,10,10
1627631878.80,2,2,3,3
1627631879.14,1,6,10,10
1627631879.65,2,2,3,3
1627631879.99,1,6,10,10
1627631880.49,2,2,3,3
1627631880.90,1,6,10,12
1627631881.41,2,1,2,2
1627631881.75,1,6,10,12
1627631882.26,2,1,2,2
1627631882.60,1,6,10,12
1627631883.10,2,1,2,2
1627631883.52,1,6,10,12
1627631884.02,2,1,2,2
1627631884.36,1,6,10,12
1627631884.87,2,1,2,2
1627631885.21,1,6,10,12
1627631885.71,2,1,2,2
1627631886.13,1,7,11,12
1627631886.63,2,1,3,3
1627631886.98,1,7,11,12
1627631887.47,2,1,3,3
1627631887.82,1,7,11,12
1627631888.32,2,1,3,3
1627631888.74,1,6,10,12
1627631889.24,2,1,3,3
1627631889.59,1,6,10,12
1627631890.08,2,1,3,3
1627631890.43,1,6,10,12
1627631890.93,2,1,3,3
1627631891.35,1,7,10,12
1627631891.85,2,2,3,3
1627631892.20,1,7,10,12
1627631892.69,2,2,3,3
1627631893.05,1,7,10,12
1627631893.54,2,2,3,3
1627631893.96,1,7,10,12
1627631894.45,2,2,4,4
1627631894.81,1,7,10,12
1627631895.30,2,2,4,4
1627631895.66,1,7,10,12
1627631896.15,2,2,4,4
1627631896.58,1,7,10,12
1627631897.06,2,2,4,4
1627631897.42,1,7,10,12
1627631897.91,2,2,4,4
1627631898.27,1,7,10,12
1627631898.76,2,2,4,4
1627631899.19,1,7,10,12
1627631899.67,2,2,3,3
1627631900.04,1,7,10,12
1627631900.52,2,2,3,3
1627631900.88,1,7,10,12
1627631901.36,2,2,3,3
1627631901.80,1,7,10,12
1627631902.28,2,2,3,3
1627631902.65,1,7,10,12
1627631903.13,2,2,3,3
1627631903.49,1,6,9,11
1627631903.97,2,2,3,3
1627631904.41,1,6,9,11
1627631904.89,2,2,4,4
1627631905.26,1,6,9,11
1627631905.74,2,2,4,4
1627631906.11,1,6,9,11
1627631906.58,2,2,4,4
1627631907.02,1,7,10,11
1627631907.50,2,2,4,4
1627631907.87,1,7,10,11
1627631908.35,2,2,4,4
1627631908.72,1,7,10,11
1627631909.19,2,2,4,4
1627631909.64,1,6,10,11
1627631910.11,2,2,4,4
1627631910.48,1,6,10,11
1627631910.95,2,2,4,4
1627631911.33,1,6,10,11
1627631911.80,2,2,4,4
1627631912.25,1,5,9,9
1627631912.72,2,2,4,4
1627631913.09,1,5,9,9
1627631913.56,2,2,4,4
1627631913.94,1,5,9,9
1627631914.41,2,1,3,3
1627631914.86,1,5,10,10
1627631915.33,2,1,3,3
1627631915.71,1,6,11,11
1627631916.17,2,1,3,3
1627631916.56,1,6,11,11
1627631917.02,2,1,3,3
1627631917.47,1,6,11,12
1627631917.93,2,1,2,2
1627631918.32,1,6,11,12
1627631918.78,2,1,2,2
1627631919.17,1,6,11,12
1627631919.63,2,1,2,2
1627631920.08,1,5,10,11
1627631920.54,2,0,2,2
1627631920.93,1,5,10,11
1627631921.39,2,0,2,2
1627631921.78,1,4,9,10
1627631922.24,2,0,2,2
1627631922.70,1,4,9,9
1627631923.15,2,1,3,3
1627631923.54,1,4,9,9
1627631924.00,2,1,3,3
1627631924.39,1,4,9,9
1627631924.84,2,1,3,3
1627631925.31,1,4,9,9
1627631925.76,2,1,3,3
1627631926.15,1,4,9,9
1627631926.61,2,1,3,3
1627631927.00,1,4,9,9
1627631927.45,2,1,3,3
1627631927.92,1,5,9,9
1627631928.37,2,1,3,3
1627631928.77,1,5,9,9
1627631929.22,2,1,3,3
1627631929.61,1,5,9,9
1627631930.06,2,1,3,3
1627631930.53,1,5,9,9
1627631930.98,2,1,2,2
1627631931.38,1,5,9,9
1627631931.82,2,1,2,2
1627631932.23,1,5,9,9
1627631932.67,2,1,2,2
1627631933.14,1,4,8,8
1627631933.59,2,1,2,2
1627631933.99,1,4,8,8
1627631934.43,2,1,2,2
1627631934.84,1,4,8,8
1627631935.28,2,1,2,2
1627631935.76,1,5,8,9
1627631936.20,2,2,2,2
1627631936.60,1,5,8,9
1627631937.04,2,2,2,2
1627631937.45,1,5,8,9
1627631937.89,2,1,1,1
1627631938.37,1,5,8,9
1627631938.80,2,0,1,1
1627631939.21,1,5,8,9
1627631939.65,2,0,1,1
1627631940.06,1,4,7,8
1627631940.50,2,0,1,1
1627631940.98,1,4,6,8
1627631941.41,2,0,1,1
1627631941.83,1,4,6,8
1627631942.26,2,0,1,1
1627631942.67,1,5,7,9
1627631943.11,2,0,1,1
1627631943.59,1,5,8,9
1627631944.02,2,2,2,2
1627631944.44,1,5,8,9
1627631944.87,2,2,2,2
1627631945.29,1,5,8,9
1627631945.72,2,2,2,2
1627631946.20,1,5,8,9
1627631946.63,2,2,3,3
1627631947.05,1,5,8,9
1627631947.48,2,2,3,3
1627631947.90,1,5,8,9
1627631948.32,2,2,3,3
1627631948.82,1,4,7,9
1627631949.24,2,2,3,3
1627631949.66,1,4,7,9
1627631950.09,2,2,3,3
1627631950.51,1,4,7,9
1627631950.93,2,2,3,3
1627631951.43,1,4,7,9
1627631951.85,2,2,3,3
1627631952.27,1,4,7,9
1627631952.70,2,2,3,3
1627631953.12,1,4,7,9
1627631953.54,2,2,3,3
1627631954.04,1,4,9,11
1627631954.46,2,2,3,3
1627631954.89,1,4,9,11
1627631955.30,2,2,3,3
1627631955.74,1,4,9,11
1627631956.15,2,2,3,3
1627631956.65,1,5,9,11
1627631957.07,2,2,4,4
1627631957.50,1,5,9,11
1627631957.91,2,2,4,4
1627631958.35,1,5,9,11
1627631958.76,2,2,4,4
1627631959.26,1,5,9,11
1627631959.68,2,2,4,4
1627631960.11,1,5,9,11
1627631960.52,2,2,4,4
1627631960.96,1,5,9,11
1627631961.37,2,2,4,4
1627631961.88,1,4,9,9
1627631962.28,2,1,3,3
1627631962.72,1,4,9,9
1627631963.13,2,1,3,3
1627631963.57,1,4,9,9
1627631963.98,2,1,3,3
1627631964.49,1,4,9,10
1627631964.89,2,2,4,4
1627631965.34,1,4,9,10
1627631965.74,2,2,4,4
1627631966.18,1,4,9,10
1627631966.59,2,2,4,4
1627631967.10,1,4,8,9
1627631967.50,2,2,3,5
1627631967.95,1,4,8,9
1627631968.35,2,2,3,5
1627631968.79,1,4,8,9
1627631969.19,2,2,3,5
1627631969.71,1,4,8,9
1627631970.11,2,2,4,6
1627631970.56,1,4,8,9
1627631970.96,2,2,4,6
1627631971.41,1,4,8,9
1627631971.80,2,2,4,6
1627631972.32,1,5,9,9
1627631972.72,2,2,4,6
1627631973.17,1,5,9,9
1627631973.57,2,2,4,6
1627631974.02,1,5,9,9
1627631974.41,2,1,3,5
1627631974.93,1,5,9,9
1627631975.33,2,1,2,5
1627631975.78,1,5,9,9
1627631976.18,2,1,2,5
1627631976.63,1,5,9,9
1627631977.02,2,1,2,5
1627631977.55,1,4,8,8
1627631977.94,2,1,2,6
1627631978.39,1,4,8,8
1627631978.78,2,1,2,6
1627631979.24,1,4,8,8
1627631979.63,2,1,2,6
1627631980.16,1,4,7,7
1627631980.55,2,1,2,6
1627631981.01,1,4,7,7
1627631981.39,2,1,2,6
1627631981.85,1,4,7,7
1627631982.24,2,1,2,6
1627631982.77,1,4,7,7
1627631983.16,2,1,2,5
1627631983.62,1,4,7,7
1627631984.00,2,1,2,5
1627631984.47,1,4,7,7
1627631984.85,2,1,2,5
1627631985.38,1,4,7,7
1627631985.76,2,1,2,5
1627631986.23,1,4,7,7
1627631986.61,2,1,2,5
1627631987.08,1,4,7,7
1627631987.46,2,1,2,5
1627631987.99,1,5,8,8
1627631988.37,2,1,2,5
1627631988.84,1,5,8,8
1627631989.22,2,2,3,6
1627631989.69,1,5,8,8
1627631990.07,2,2,3,6
1627631990.61,1,5,7,7
1627631990.98,2,2,3,6
1627631991.45,1,5,7,7
1627631991.83,2,1,2,5
1627631992.30,1,5,7,7
1627631992.67,2,1,2,5
1627631993.22,1,5,8,8
1627631993.59,2,1,2,3
1627631994.07,1,5,8,8
1627631994.44,2,1,2,3
1627631994.91,1,5,8,8
1627631995.28,2,1,2,3
1627631995.83,1,5,8,8
1627631996.20,2,1,1,3
1627631996.68,1,5,8,8
1627631997.05,2,1,1,3
1627631997.52,1,5,8,8
1627631997.89,2,1,1,3
1627631998.44,1,5,8,8
1627631998.81,2,1,1,3
1627631999.29,1,5,8,8
1627631999.65,2,1,1,3
1627632000.14,1,5,8,8
1627632000.50,2,1,1,3
1627632001.05,1,5,8,8
1627632001.42,2,0,1,3
1627632001.90,1,5,8,8
1627632002.26,2,0,1,3
1627632002.75,1,5,8,8
1627632003.11,2,0,1,3
1627632003.67,1,5,9,9
1627632004.03,2,1,2,4
1627632004.51,1,5,9,9
1627632004.87,2,1,2,4
1627632005.36,1,5,9,9
1627632005.72,2,1,2,4
1627632006.28,1,5,8,8
1627632006.64,2,1,3,4
1627632007.13,1,5,8,8
1627632007.48,2,1,3,4
1627632007.97,1,5,8,8
1627632008.33,2,1,3,4
1627632008.89,1,5,9,9
1627632009.24,2,1,3,5
1627632009.74,1,5,9,9
1627632010.09,2,1,3,5
1627632010.58,1,5,9,9
1627632010.94,2,1,3,5
1627632011.50,1,5,9,9
1627632011.85,2,2,4,5
1627632012.35,1,5,9,9
1627632012.70,2,1,3,4
1627632013.20,1,5,9,9
1627632013.55,2,1,3,4
1627632014.11,1,5,9,9
1627632014.46,2,1,3,4
1627632014.96,1,5,9,9
1627632015.31,2,1,3,4
1627632015.81,1,5,9,9
1627632016.15,2,1,3,4
1627632016.73,1,4,9,9
1627632017.07,2,1,3,4
1627632017.57,1,4,9,9
1627632017.92,2,1,3,4
1627632018.42,1,4,9,9
1627632018.76,2,1,3,4
1627632019.34,1,4,9,9
1627632019.68,2,1,3,4
1627632020.19,1,4,9,9
1627632020.53,2,1,3,4
1627632021.03,1,4,9,9
1627632021.37,2,1,3,4
1627632021.95,1,4,9,9
1627632022.29,2,1,2,4
1627632022.80,1,4,9,9
1627632023.13,2,1,2,4
1627632023.64,1,4,9,9
1627632023.98,2,1,2,4
1627632024.56,1,4,8,8
1627632024.90,2,2,3,5
1627632025.41,1,4,8,8
1627632025.74,2,2,3,5
1627632026.26,1,4,8,8
1627632026.59,2,2,3,5
1627632027.17,1,4,8,8
1627632027.51,2,2,3,4
1627632028.02,1,4,8,8
1627632028.35,2,2,3,4
1627632028.87,1,4,8,8
1627632029.20,2,2,3,4
1627632029.79,1,3,7,7
1627632030.11,2,2,3,3
1627632030.63,1,3,7,7
1627632030.96,2,2,3,3
1627632031.48,1,3,7,7
1627632031.81,2,2,3,3
1627632032.40,1,4,8,8
1627632032.72,2,2,3,3
1627632033.24,1,4,8,8
1627632033.57,2,2,3,3
1627632034.09,1,4,8,8
1627632034.42,2,2,3,3
1627632035.01,1,4,8,8
1627632035.33,2,2,3,3
1627632035.86,1,4,8,8
1627632036.18,2,2,3,3
1627632036.70,1,4,8,8
1627632037.02,2,1,2,2
1627632037.62,1,4,8,8
1627632037.94,2,1,2,3
1627632038.47,1,4,8,8
1627632038.79,2,1,2,3
1627632039.32,1,4,8,8
1627632039.63,2,1,2,3
1627632040.23,1,4,7,7
1627632040.55,2,0,1,3
1627632041.08,1,4,7,7
