UnixTime,SensorID,PM1,PM2_5,PM10
1627609416.80,1,5,10,10
1627609417.55,2,2,4,4
1627609417.72,1,5,8,8
1627609418.40,2,2,4,4
1627609418.57,1,5,8,8
1627609419.24,2,2,4,4
1627609419.41,1,5,8,8
1627609420.16,2,3,4,5
1627609420.33,1,4,7,7
1627609421.01,2,3,4,5
1627609421.18,1,4,7,7
1627609421.85,2,3,4,5
1627609422.03,1,4,7,7
1627609422.77,2,3,4,5
1627609422.94,1,5,8,8
1627609423.61,2,3,4,5
1627609423.79,1,5,8,8
1627609424.46,2,3,4,5
1627609424.64,1,5,8,8
1627609425.38,2,3,4,5
1627609425.56,1,4,8,8
1627609426.22,2,3,4,5
1627609426.40,1,4,8,8
1627609427.07,2,3,4,5
1627609427.25,1,4,8,8
1627609427.98,2,2,4,4
1627609428.17,1,4,8,8
1627609428.83,2,2,4,4
1627609429.01,1,4,8,8
1627609429.68,2,2,4,4
1627609429.86,1,4,8,8
1627609430.59,2,2,5,5
1627609430.78,1,4,9,9
1627609431.44,2,2,5,5
1627609431.63,1,4,9,9
1627609432.28,2,2,5,5
1627609432.47,1,3,8,8
1627609433.20,2,2,5,5
1627609433.39,1,3,7,7
1627609434.05,2,2,5,5
1627609434.24,1,3,7,7
1627609434.89,2,2,5,5
1627609435.09,1,3,7,7
1627609435.81,2,2,3,4
1627609436.00,1,3,6,6
1627609436.65,2,2,3,4
1627609436.85,1,3,6,6
1627609437.50,2,2,3,4
1627609437.70,1,3,6,6
1627609438.42,2,1,3,4
1627609438.61,1,3,6,6
1627609439.26,2,1,3,4
1627609439.46,1,3,6,6
1627609440.11,2,1,3,4
1627609440.31,1,3,6,6
1627609441.02,2,1,3,3
1627609441.23,1,4,6,7
1627609441.87,2,1,3,3
1627609442.07,1,4,6,7
1627609442.72,2,1,3,3
1627609442.92,1,4,6,7
1627609443.63,2,1,3,3
1627609443.84,1,4,6,9
1627609444.48,2,1,3,3
1627609444.68,1,4,6,9
1627609445.32,2,1,3,3
1627609445.53,1,4,6,9
1627609446.24,2,1,2,2
1627609446.45,1,3,5,8
1627609447.09,2,1,2,2
1627609447.30,1,4,6,9
1627609447.93,2,1,2,2
1627609448.14,1,4,6,9
1627609448.85,2,0,1,1
1627609449.06,1,4,7,10
1627609449.69,2,0,1,1
1627609449.91,1,4,7,10
1627609450.54,2,0,1,1
1627609450.76,1,4,7,10
1627609451.46,2,1,2,2
1627609451.67,1,4,7,10
1627609452.30,2,1,2,2
1627609452.52,1,4,7,10
1627609453.15,2,1,2,2
1627609453.37,1,3,6,9
1627609454.06,2,1,3,3
1627609454.29,1,4,6,10
1627609454.91,2,1,3,3
1627609455.13,1,4,6,10
1627609455.76,2,1,3,3
1627609455.98,1,4,6,10
1627609456.67,2,1,2,2
1627609456.90,1,4,7,10
1627609457.52,2,1,2,2
1627609457.74,1,4,7,10
1627609458.36,2,1,2,2
1627609458.59,1,4,7,10
1627609459.28,2,1,3,3
1627609459.51,1,4,7,11
1627609460.13,2,1,3,3
1627609460.36,1,4,7,11
1627609460.97,2,1,3,3
1627609461.20,1,4,7,11
1627609461.89,2,1,3,3
1627609462.12,1,5,8,12
1627609462.73,2,1,3,3
1627609462.97,1,5,8,12
1627609463.58,2,1,3,3
1627609463.81,1,5,8,12
1627609464.50,2,1,3,3
1627609464.73,1,5,8,12
1627609465.34,2,1,3,3
1627609465.58,1,5,8,12
1627609466.19,2,1,3,3
1627609466.43,1,5,8,12
1627609467.10,2,1,3,3
1627609467.34,1,6,9,11
1627609467.95,2,1,3,3
1627609468.19,1,6,9,11
1627609468.80,2,1,3,3
1627609469.04,1,6,9,11
1627609469.71,2,1,3,3
1627609469.96,1,5,9,9
1627609470.56,2,1,3,3
1627609470.80,1,5,9,9
1627609471.40,2,1,3,3
1627609471.65,1,5,9,9
1627609472.32,2,1,3,3
1627609472.57,1,5,9,10
1627609473.17,2,1,3,3
1627609473.42,1,5,9,10
1627609474.01,2,1,3,3
1627609474.26,1,4,8,9
1627609474.93,2,1,3,3
1627609475.18,1,4,7,8
1627609475.77,2,1,3,3
1627609476.03,1,4,7,8
1627609476.62,2,1,3,3
1627609476.87,1,4,7,8
1627609477.54,2,2,3,3
1627609477.79,1,4,7,7
1627609478.38,2,2,3,3
1627609478.64,1,4,7,7
1627609479.23,2,2,3,3
1627609479.48,1,4,7,7
1627609480.14,2,2,3,3
1627609480.40,1,4,6,6
1627609480.99,2,2,3,3
1627609481.25,1,4,6,6
1627609481.84,2,2,3,3
1627609482.10,1,4,6,6
1627609482.75,2,2,3,3
1627609483.01,1,5,7,7
1627609483.60,2,2,3,3
1627609483.86,1,5,7,7
1627609484.44,2,1,2,2
1627609484.71,1,5,7,7
1627609485.36,2,1,2,2
1627609485.63,1,4,7,7
1627609486.21,2,1,2,2
1627609486.47,1,4,7,7
1627609487.05,2,1,2,2
1627609487.32,1,4,7,7
1627609487.97,2,1,2,2
1627609488.24,1,5,7,7
1627609488.81,2,1,2,2
1627609489.09,1,5,7,7
1627609489.66,2,1,2,2
1627609489.93,1,5,7,7
1627609490.58,2,1,2,2
1627609490.85,1,5,7,7
1627609491.42,2,1,2,2
1627609491.70,1,5,7,7
1627609492.27,2,1,2,2
1627609492.55,1,5,7,7
1627609493.18,2,2,4,4
1627609493.46,1,5,8,8
1627609494.03,2,2,4,4
1627609494.31,1,5,8,8
1627609494.88,2,2,4,4
1627609495.16,1,4,7,7
1627609495.79,2,2,3,3
1627609496.07,1,4,7,7
1627609496.64,2,2,3,3
1627609496.92,1,4,7,7
1627609497.48,2,2,3,3
1627609497.77,1,4,7,7
1627609498.40,2,2,3,3
1627609498.69,1,4,6,6
1627609499.24,2,2,3,3
1627609499.53,1,4,6,6
1627609500.09,2,2,3,3
1627609500.38,1,4,6,6
1627609501.01,2,2,3,3
1627609501.30,1,5,8,8
1627609501.85,2,2,3,3
1627609502.15,1,5,8,8
1627609502.70,2,2,3,3
1627609502.99,1,5,8,8
1627609503.61,2,1,3,3
1627609503.91,1,4,7,7
1627609504.46,2,1,3,3
1627609504.76,1,4,7,7
1627609505.31,2,1,3,3
1627609505.60,1,4,7,7
1627609506.22,2,2,3,3
1627609506.52,1,4,8,8
1627609507.07,2,2,3,3
1627609507.37,1,5,9,9
1627609507.91,2,2,3,3
1627609508.22,1,5,9,9
1627609508.83,2,0,2,2
1627609509.13,1,5,8,8
1627609509.68,2,0,2,2
1627609509.98,1,4,7,7
1627609510.52,2,0,2,2
1627609510.83,1,4,7,7
1627609511.44,2,0,2,2
1627609511.75,1,4,7,7
1627609512.28,2,0,2,2
1627609512.59,1,4,7,7
1627609513.13,2,0,2,2
1627609513.44,1,4,7,7
1627609514.05,2,0,1,3
1627609514.36,1,4,7,7
1627609514.89,2,0,1,3
1627609515.21,1,4,7,7
1627609515.74,2,0,1,3
1627609516.05,1,4,7,7
1627609516.65,2,0,1,3
1627609516.97,1,4,7,7
1627609517.50,2,1,2,4
1627609517.82,1,4,7,7
1627609518.35,2,1,2,4
1627609518.66,1,4,7,7
1627609519.26,2,1,2,4
1627609519.58,1,5,7,7
1627609520.11,2,1,2,4
1627609520.43,1,5,7,7
1627609520.95,2,1,2,4
1627609521.28,1,5,7,7
1627609521.87,2,1,3,4
1627609522.19,1,5,7,7
1627609522.72,2,1,3,4
1627609523.04,1,5,7,7
1627609523.56,2,1,3,4
1627609523.89,1,5,7,7
1627609524.48,2,1,3,4
1627609524.81,1,5,8,8
1627609525.32,2,1,3,4
1627609525.65,1,5,8,8
1627609526.17,2,1,3,4
1627609526.50,1,5,8,8
1627609527.09,2,2,3,5
1627609527.42,1,5,7,7
1627609527.93,2,2,3,5
1627609528.27,1,5,7,7
1627609528.78,2,2,3,5
1627609529.11,1,5,7,7
1627609529.69,2,1,2,4
1627609530.03,1,6,9,9
1627609530.54,2,1,2,4
1627609530.88,1,6,9,9
1627609531.39,2,1,2,4
1627609531.73,1,5,8,8
1627609532.30,2,1,3,5
1627609532.64,1,4,7,7
1627609533.15,2,1,3,5
1627609533.49,1,4,7,7
1627609533.99,2,1,3,5
1627609534.34,1,5,8,8
1627609534.91,2,1,3,4
1627609535.25,1,5,8,8
1627609535.76,2,1,3,4
1627609536.10,1,5,8,8
1627609536.60,2,1,3,4
1627609536.95,1,5,8,8
1627609537.52,2,1,3,4
1627609537.87,1,5,8,8
1627609538.36,2,1,3,4
1627609538.71,1,5,8,8
1627609539.21,2,1,3,4
1627609539.56,1,5,8,8
1627609540.13,2,1,3,3
1627609540.48,1,6,8,8
1627609540.97,2,1,3,3
1627609541.33,1,6,8,8
1627609541.82,2,1,3,3
1627609542.17,1,6,8,8
1627609542.73,2,1,3,3
1627609543.09,1,6,8,8
1627609543.58,2,1,3,3
1627609543.94,1,6,8,8
1627609544.43,2,1,3,3
1627609544.78,1,6,8,8
1627609545.34,2,1,4,4
1627609545.70,1,6,8,8
1627609546.19,2,1,4,4
1627609546.55,1,6,8,8
1627609547.03,2,0,3,3
1627609547.40,1,6,8,8
1627609547.95,2,0,2,2
1627609548.31,1,6,9,9
1627609548.80,2,0,2,2
1627609549.16,1,6,9,9
1627609549.64,2,0,2,2
1627609550.01,1,6,9,9
1627609550.56,2,0,2,2
1627609550.93,1,5,8,8
1627609551.40,2,0,2,2
1627609551.77,1,5,8,8
1627609552.25,2,0,2,2
1627609552.62,1,5,8,8
1627609553.17,2,1,3,3
1627609553.54,1,5,8,8
1627609554.01,2,1,3,3
1627609554.39,1,5,8,8
1627609554.86,2,1,3,3
1627609555.23,1,5,8,8
1627609555.77,2,1,3,3
1627609556.15,1,5,7,7
1627609556.62,2,1,3,3
1627609557.00,1,5,7,7
1627609557.47,2,1,3,3
1627609557.84,1,5,7,7
1627609558.38,2,1,3,3
1627609558.76,1,4,7,7
1627609559.23,2,1,3,3
1627609559.61,1,4,7,7
1627609560.07,2,1,3,3
1627609560.46,1,4,7,7
1627609560.99,2,1,3,3
1627609561.37,1,5,8,9
1627609561.83,2,1,3,3
1627609562.22,1,5,8,9
1627609562.68,2,1,3,3
1627609563.07,1,5,8,9
1627609563.60,2,1,3,3
1627609563.99,1,5,8,9
1627609564.44,2,1,3,3
1627609564.83,1,5,8,9
1627609565.29,2,1,3,3
1627609565.68,1,5,8,9
1627609566.20,2,1,2,2
1627609566.60,1,5,9,10
1627609567.05,2,1,2,2
1627609567.45,1,5,9,10
1627609567.90,2,1,2,2
1627609568.29,1,5,9,10
1627609568.81,2,0,2,2
1627609569.21,1,5,9,10
1627609569.66,2,0,2,2
1627609570.06,1,4,8,9
1627609570.50,2,0,2,2
1627609570.90,1,4,8,9
1627609571.42,2,0,1,1
1627609571.82,1,4,8,9
1627609572.27,2,0,1,1
1627609572.67,1,4,8,9
1627609573.11,2,0,1,1
1627609573.52,1,4,8,9
1627609574.03,2,1,3,3
1627609574.43,1,4,7,8
1627609574.87,2,1,3,3
1627609575.28,1,4,7,8
1627609575.72,2,1,3,3
1627609576.13,1,5,8,9
1627609576.64,2,1,2,2
1627609577.05,1,5,8,10
1627609577.48,2,1,2,2
1627609577.89,1,5,8,10
1627609578.33,2,1,2,2
1627609578.74,1,5,8,10
1627609579.24,2,1,3,3
1627609579.66,1,4,7,9
1627609580.09,2,1,3,3
1627609580.51,1,4,7,9
1627609580.94,2,1,3,3
1627609581.35,1,4,7,9
1627609581.85,2,1,3,3
1627609582.27,1,5,8,9
1627609582.70,2,1,3,3
1627609583.12,1,5,8,9
1627609583.54,2,1,3,3
1627609583.96,1,5,8,9
1627609584.46,2,2,3,3
1627609584.88,1,4,7,9
1627609585.31,2,2,3,3
1627609585.73,1,4,7,9
1627609586.15,2,1,2,2
1627609586.58,1,4,7,9
1627609587.07,2,1,3,3
1627609587.49,1,4,7,7
1627609587.91,2,1,3,3
1627609588.34,1,4,7,7
1627609588.76,2,1,3,3
1627609589.19,1,4,7,7
1627609589.68,2,2,4,4
1627609590.11,1,4,8,8
1627609590.52,2,2,4,4
1627609590.95,1,4,8,8
1627609591.37,2,2,4,4
1627609591.80,1,4,8,8
1627609592.28,2,2,4,5
1627609592.72,1,3,7,7
1627609593.13,2,2,4,5
1627609593.57,1,3,7,7
1627609593.98,2,2,4,5
1627609594.41,1,2,6,6
1627609594.89,2,2,4,6
1627609595.33,1,2,6,6
1627609595.74,2,2,4,6
1627609596.18,1,2,6,6
1627609596.58,2,2,4,6
1627609597.02,1,3,7,7
1627609597.50,2,2,4,6
1627609597.94,1,3,7,7
1627609598.35,2,2,4,6
1627609598.79,1,3,7,7
1627609599.19,2,2,4,6
1627609599.64,1,3,7,7
1627609600.11,2,2,4,6
1627609600.55,1,3,7,7
1627609600.95,2,2,4,6
1627609601.40,1,3,7,7
1627609601.80,2,1,3,5
1627609602.25,1,3,7,7
1627609602.72,2,2,3,5
1627609603.17,1,4,7,7
1627609603.56,2,2,3,5
1627609604.01,1,4,7,7
1627609604.41,2,3,4,6
1627609604.86,1,4,7,7
1627609605.32,2,2,4,5
1627609605.78,1,4,8,8
1627609606.17,2,2,4,5
1627609606.63,1,4,8,8
1627609607.02,2,1,3,4
1627609607.47,1,4,8,8
1627609607.93,2,1,3,5
1627609608.39,1,5,8,8
1627609608.78,2,1,3,5
1627609609.24,1,5,8,8
1627609609.62,2,1,3,5
1627609610.08,1,5,8,8
1627609610.54,2,1,2,4
1627609611.00,1,4,8,9
1627609611.39,2,1,2,4
1627609611.85,1,4,8,9
1627609612.23,2,1,2,4
1627609612.70,1,4,8,9
1627609613.15,2,2,3,5
1627609613.61,1,5,8,9
1627609613.99,2,2,3,5
1627609614.46,1,5,8,9
1627609614.84,2,2,3,5
1627609615.31,1,5,8,9
1627609615.76,2,2,4,5
1627609616.23,1,5,7,8
1627609616.60,2,2,4,5
1627609617.07,1,5,7,8
1627609617.45,2,2,4,5
1627609617.92,1,5,7,8
1627609618.36,2,2,4,4
1627609618.84,1,5,7,8
1627609619.21,2,2,4,4
1627609619.69,1,5,7,8
1627609620.06,2,2,4,4
1627609620.53,1,5,7,8
1627609620.97,2,2,4,4
1627609621.45,1,5,7,8
1627609621.82,2,2,4,4
1627609622.30,1,5,7,8
1627609622.66,2,2,4,4
1627609623.14,1,5,7,8
1627609623.58,2,2,4,7
1627609624.06,1,5,7,9
1627609624.43,2,2,4,7
1627609624.91,1,5,7,9
1627609625.27,2,1,3,6
1627609625.76,1,5,7,9
1627609626.19,2,1,3,6
1627609626.68,1,6,9,10
1627609627.03,2,1,3,6
1627609627.52,1,6,9,10
1627609627.88,2,1,3,6
1627609628.37,1,6,9,10
1627609628.80,2,1,3,5
1627609629.29,1,6,8,10
1627609629.64,2,1,3,5
1627609630.13,1,6,8,10
1627609630.49,2,1,3,5
1627609630.98,1,6,8,10
1627609631.40,2,2,4,6
1627609631.90,1,5,8,9
1627609632.25,2,2,4,6
1627609632.75,1,5,8,9
1627609633.10,2,2,4,6
1627609633.59,1,5,8,9
1627609634.01,2,2,4,6
1627609634.51,1,5,8,9
1627609634.86,2,2,4,6
1627609635.36,1,5,8,9
1627609635.70,2,2,4,6
1627609636.20,1,4,7,8
1627609636.62,2,2,4,6
1627609637.12,1,5,7,7
1627609637.47,2,2,4,6
1627609637.97,1,5,7,7
1627609638.31,2,2,4,6
1627609638.82,1,5,7,7
1627609639.23,2,2,4,7
1627609639.73,1,6,8,8
1627609640.07,2,2,4,7
1627609640.58,1,6,8,8
1627609640.92,2,2,4,7
1627609641.43,1,6,8,8
1627609641.84,2,2,4,6
1627609642.35,1,6,9,9
1627609642.68,2,2,4,6
1627609643.19,1,6,9,9
1627609643.53,2,2,4,6
1627609644.04,1,6,9,9
1627609644.45,2,2,4,6
1627609644.96,1,6,9,9
1627609645.29,2,2,4,6
1627609645.81,1,6,9,9
1627609646.14,2,2,4,6
1627609646.65,1,6,9,9
1627609647.05,2,2,4,6
1627609647.57,1,6,9,9
1627609647.90,2,2,4,6
1627609648.42,1,6,9,9
1627609648.74,2,2,4,6
1627609649.26,1,6,9,9
1627609649.66,2,2,3,5
1627609650.18,1,6,9,9
1627609650.51,2,2,3,5
1627609651.03,1,6,9,9
1627609651.35,2,2,3,5
1627609651.88,1,6,9,9
1627609652.27,2,2,3,5
1627609652.79,1,5,8,8
1627609653.11,2,2,3,5
1627609653.64,1,5,8,8
1627609653.96,2,2,3,5
1627609654.49,1,5,8,8
1627609654.88,2,2,3,5
1627609655.41,1,5,8,9
1627609655.72,2,2,3,5
1627609656.25,1,5,8,9
1627609656.57,2,2,3,5
1627609657.10,1,5,8,9
1627609657.48,2,2,3,5
1627609658.02,1,4,7,8
1627609658.33,2,2,3,5
1627609658.86,1,4,7,8
1627609659.18,2,2,3,5
1627609659.71,1,4,7,8
1627609660.09,2,2,3,5
1627609660.63,1,6,8,10
1627609660.94,2,2,3,5
1627609661.48,1,6,8,10
1627609661.78,2,2,3,5
1627609662.32,1,6,8,10
1627609662.70,2,1,3,5
1627609663.24,1,6,8,10
1627609663.55,2,1,3,5
1627609664.09,1,6,8,10
1627609664.39,2,1,3,5
1627609664.94,1,6,8,10
1627609665.31,2,1,3,4
1627609665.85,1,6,8,10
1627609666.15,2,1,3,4
1627609666.70,1,6,8,10
1627609667.00,2,1,3,4
1627609667.55,1,6,8,10
1627609667.92,2,1,3,5
1627609668.47,1,5,7,10
1627609668.76,2,1,3,5
1627609669.31,1,5,7,10
1627609669.61,2,1,3,5
1627609670.16,1,5,7,10
1627609670.52,2,1,3,5
1627609671.08,1,5,8,10
1627609671.37,2,1,3,5
1627609671.93,1,5,8,10
1627609672.22,2,1,3,5
1627609672.77,1,5,8,10
1627609673.13,2,1,3,5
1627609673.69,1,5,8,10
1627609673.98,2,1,3,5
1627609674.54,1,5,8,10
1627609674.82,2,1,3,5
1627609675.38,1,5,8,10
1627609675.74,2,1,3,3
1627609676.30,1,5,8,10
1627609676.59,2,1,3,3
1627609677.15,1,5,8,10
1627609677.43,2,1,3,3
1627609678.00,1,5,8,10
1627609678.35,2,2,3,3
1627609678.91,1,5,8,10
1627609679.19,2,2,3,3
1627609679.76,1,5,8,10
1627609680.04,2,2,3,3
1627609680.61,1,5,8,10
1627609680.96,2,2,4,4
1627609681.52,1,5,8,10
1627609681.80,2,2,4,4
1627609682.37,1,5,8,10
1627609682.65,2,1,3,3
1627609683.22,1,5,8,10
1627609683.56,2,1,3,3
1627609684.14,1,5,8,10
1627609684.41,2,1,3,3
1627609684.98,1,5,8,10
1627609685.26,2,2,4,4
1627609685.83,1,5,8,10
1627609686.17,2,2,3,3
1627609686.75,1,5,9,9
1627609687.02,2,2,3,3
1627609687.59,1,5,9,9
1627609687.86,2,2,3,3
1627609688.44,1,5,9,9
1627609688.78,2,2,3,3
1627609689.36,1,4,8,8
1627609689.63,2,2,3,3
1627609690.21,1,3,7,7
1627609690.47,2,2,3,3
1627609691.05,1,3,7,7
1627609691.39,2,3,4,4
1627609691.97,1,3,7,7
1627609692.23,2,3,4,4
1627609692.82,1,3,7,7
1627609693.08,2,3,4,4
1627609693.66,1,3,7,7
1627609694.00,2,2,3,3
1627609694.58,1,3,7,7
1627609694.84,2,2,3,3
1627609695.43,1,3,7,7
1627609695.69,2,2,3,3
1627609696.28,1,3,7,7
1627609696.60,2,3,3,3
1627609697.19,1,3,6,6
1627609697.45,2,3,3,3
1627609698.04,1,3,6,6
1627609698.30,2,3,3,3
1627609698.89,1,3,6,6
1627609699.21,2,2,3,5
1627609699.81,1,4,7,7
1627609700.06,2,2,3,5
1627609700.65,1,4,7,7
1627609700.90,2,2,3,5
1627609701.50,1,4,7,7
1627609701.82,2,2,3,5
1627609702.42,1,5,8,8
1627609702.67,2,2,3,5
1627609703.27,1,5,8,8
1627609703.51,2,2,3,5
1627609704.11,1,5,8,8
1627609704.43,2,2,3,4
1627609705.03,1,5,7,7
1627609705.27,2,2,3,4
1627609705.88,1,5,7,7
1627609706.12,2,2,3,4
1627609706.72,1,5,7,7
1627609707.04,2,2,3,4
1627609707.64,1,5,7,7
1627609707.88,2,2,3,4
1627609708.49,1,5,7,7
1627609708.73,2,2,3,4
1627609709.34,1,5,7,7
1627609709.64,2,1,2,4
1627609710.25,1,5,7,7
1627609710.49,2,1,2,4
1627609711.10,1,5,7,7
1627609711.34,2,1,2,4
1627609711.95,1,5,7,7
1627609712.25,2,2,3,4
1627609712.87,1,5,7,7
1627609713.10,2,2,3,4
1627609713.71,1,5,7,7
1627609713.94,2,2,3,4
1627609714.56,1,4,6,6
1627609714.86,2,1,2,4
1627609715.48,1,4,6,6
1627609715.71,2,1,2,4
1627609716.33,1,4,6,6
1627609716.55,2,1,2,4
1627609717.17,1,4,6,6
1627609717.47,2,1,2,4
1627609718.09,1,6,8,8
1627609718.31,2,1,2,4
1627609718.94,1,6,8,8
1627609719.16,2,1,2,4
1627609719.79,1,6,8,8
1627609720.08,2,2,3,4
1627609720.70,1,5,6,6
1627609720.92,2,2,3,4
1627609721.55,1,5,6,6
1627609721.77,2,2,3,4
1627609722.40,1,5,6,6
1627609722.68,2,1,2,4
1627609723.32,1,4,6,6
1627609723.53,2,1,2,4
1627609724.16,1,4,6,6
1627609724.38,2,1,2,4
1627609725.01,1,4,6,6
1627609725.29,2,2,2,2
1627609725.93,1,4,6,6
1627609726.14,2,2,2,2
1627609726.77,1,5,7,7
1627609726.98,2,1,1,1
1627609727.62,1,5,7,7
1627609727.90,2,1,1,1
1627609728.54,1,5,7,7
1627609728.75,2,1,1,1
1627609729.39,1,5,7,7
1627609729.59,2,1,1,1
1627609730.23,1,5,7,7
1627609730.51,2,1,1,1
1627609731.15,1,5,8,8
1627609731.35,2,1,1,1
1627609732.00,1,5,8,8
1627609732.20,2,1,1,1
1627609732.85,1,5,8,8
1627609733.12,2,1,2,2
1627609733.76,1,6,9,9
1627609733.96,2,1,2,2
1627609734.61,1,6,9,9
1627609734.81,2,1,2,2
1627609735.46,1,5,8,8
1627609735.72,2,1,2,2
1627609736.38,1,4,7,7
1627609736.57,2,1,2,2
1627609737.22,1,4,7,7
1627609737.42,2,1,2,2
1627609738.07,1,4,7,7
1627609738.33,2,1,2,2
1627609738.99,1,6,8,8
1627609739.18,2,1,2,2
1627609739.84,1,6,8,8
1627609740.02,2,1,2,2
1627609740.68,1,6,8,8
1627609740.94,2,2,3,3
1627609741.60,1,6,8,8
1627609741.79,2,2,3,3
1627609742.45,1,6,8,8
1627609742.63,2,2,3,3
1627609743.29,1,6,8,8
1627609743.55,2,2,3,3
1627609744.21,1,6,9,9
1627609744.39,2,2,3,3
1627609745.06,1,6,9,9
1627609745.24,2,2,3,3
1627609745.91,1,6,9,9
1627609746.16,2,2,2,2
1627609746.82,1,6,9,9
1627609747.00,2,2,2,2
1627609747.67,1,6,9,9
1627609747.85,2,2,2,2
1627609748.52,1,6,9,9
1627609748.76,2,1,1,1
1627609749.44,1,6,9,9
1627609749.61,2,1,1,1
1627609750.28,1,6,9,9
1627609750.46,2,1,1,1
1627609751.13,1,6,9,9
1627609751.37,2,2,3,3
1627609752.05,1,6,10,10
1627609752.22,2,2,3,3
1627609752.90,1,6,10,10
1627609753.06,2,2,3,3
1627609753.75,1,6,10,10
1627609753.98,2,2,3,3
1627609754.66,1,6,9,9
1627609754.83,2,2,3,3
1627609755.51,1,6,9,9
1627609755.67,2,2,3,3
1627609756.36,1,6,9,9
1627609756.59,2,2,3,3
1627609757.27,1,6,9,9
1627609757.43,2,2,3,3
1627609758.12,1,6,9,9
1627609758.28,2,2,3,3
1627609758.97,1,6,9,9
1627609759.20,2,2,3,3
1627609759.89,1,5,8,8
1627609760.04,2,2,3,3
1627609760.73,1,5,8,8
1627609760.89,2,2,3,3
1627609761.58,1,5,8,8
1627609761.80,2,3,3,5
1627609762.50,1,5,8,8
1627609762.65,2,3,3,5
1627609763.34,1,5,8,8
1627609763.50,2,3,3,5
1627609764.19,1,5,8,8
1627609764.41,2,2,3,5
1627609765.11,1,5,7,7
1627609765.26,2,2,3,5
1627609765.96,1,5,7,7
1627609766.10,2,2,3,5
1627609766.80,1,5,7,7
1627609767.02,2,2,3,5
1627609767.72,1,5,8,8
1627609767.87,2,2,3,5
1627609768.57,1,5,8,8
1627609768.71,2,2,3,5
1627609769.42,1,5,8,8
1627609769.63,2,2,3,4
1627609770.33,1,5,8,8
1627609770.47,2,2,3,4
1627609771.18,1,5,8,8
1627609771.32,2,2,3,4
1627609772.03,1,5,8,8
1627609772.24,2,3,4,6
1627609772.94,1,5,8,8
1627609773.08,2,3,4,6
1627609773.79,1,5,8,8
1627609773.93,2,3,4,6
1627609774.64,1,5,8,8
1627609774.85,2,3,4,6
1627609775.56,1,5,8,8
1627609775.69,2,3,4,6
1627609776.40,1,5,8,8
1627609776.54,2,3,4,6
1627609777.25,1,5,8,8
1627609777.45,2,3,4,7
1627609778.17,1,5,7,7
1627609778.30,2,3,4,7
1627609779.02,1,5,7,7
1627609779.15,2,3,4,7
1627609779.86,1,5,7,7
1627609780.06,2,3,5,8
1627609780.78,1,5,8,8
1627609780.91,2,3,5,8
1627609781.63,1,5,8,8
1627609781.75,2,2,4,7
1627609782.47,1,5,8,8
1627609782.67,2,2,4,7
1627609783.39,1,4,6,6
1627609783.52,2,2,4,7
1627609784.24,1,4,6,6
1627609784.36,2,3,5,8
1627609785.09,1,4,6,6
1627609785.28,2,3,5,8
1627609786.00,1,4,6,6
1627609786.12,2,3,5,8
1627609786.85,1,5,7,7
1627609786.97,2,3,5,8
1627609787.70,1,5,7,7
1627609787.89,2,2,4,5
1627609788.62,1,5,8,8
1627609788.73,2,2,4,5
1627609789.46,1,5,8,8
1627609789.58,2,2,4,5
1627609790.31,1,5,8,8
1627609790.49,2,2,4,5
1627609791.23,1,4,7,8
1627609791.34,2,2,4,5
1627609792.07,1,4,7,8
1627609792.19,2,2,4,5
1627609792.92,1,3,6,7
1627609793.10,2,2,3,5
1627609793.84,1,3,7,7
1627609793.95,2,2,3,5
1627609794.69,1,3,7,7
1627609794.79,2,2,3,5
1627609795.53,1,3,7,7
1627609795.71,2,1,3,5
1627609796.45,1,3,6,7
1627609796.56,2,2,4,6
1627609797.30,1,3,6,7
1627609797.40,2,2,4,6
1627609798.15,1,3,6,7
1627609798.32,2,2,5,7
1627609799.06,1,3,7,7
1627609799.16,2,2,5,7
1627609799.91,1,3,7,7
1627609800.01,2,2,5,7
1627609800.76,1,3,7,7
1627609800.93,2,2,4,7
1627609801.68,1,3,7,7
1627609801.77,2,2,4,7
1627609802.52,1,3,7,7
1627609802.62,2,1,3,6
1627609803.37,1,3,7,7
1627609803.53,2,1,3,4
1627609804.29,1,3,7,8
1627609804.38,2,1,3,4
1627609805.14,1,4,8,9
1627609805.23,2,2,4,5
1627609805.98,1,4,8,9
1627609806.14,2,2,3,4
1627609806.90,1,4,8,9
1627609806.99,2,2,3,4
1627609807.75,1,4,8,9
1627609807.83,2,2,3,4
1627609808.59,1,4,8,9
1627609808.75,2,1,3,4
1627609809.51,1,4,8,9
1627609809.60,2,1,3,4
1627609810.36,1,4,8,9
1627609810.44,2,1,3,4
1627609811.21,1,4,8,9
1627609811.36,2,2,3,5
1627609812.13,1,5,9,10
1627609812.21,2,2,3,5
1627609812.97,1,5,9,10
1627609813.05,2,2,3,5
1627609813.82,1,4,8,9
1627609813.97,2,2,4,5
1627609814.74,1,5,9,9
1627609814.81,2,2,4,5
1627609815.58,1,5,9,9
1627609815.66,2,2,4,5
1627609816.43,1,6,10,10
1627609816.58,2,2,3,5
1627609817.35,1,6,11,11
1627609817.42,2,2,3,5
1627609818.20,1,6,11,11
1627609818.27,2,2,3,5
1627609819.05,1,6,11,11
1627609819.18,2,2,3,4
1627609819.96,1,6,11,11
1627609820.03,2,2,3,4
1627609820.81,1,6,11,11
1627609820.87,2,2,3,4
1627609821.66,1,6,11,11
